record_id,human_gene,donor_species,donor_sci_name,condition,chromosome,sequence_similarity,expression_correlation,protein_interaction_degree,go_term_overlap,conservation_score,disease_gene_association_score,synteny_score,regulatory_region_similarity,num_shared_go_terms,species_regen_score,known_therapy_target,in_clinical_trial,primary_pathway,target_label
GB-PAR-NAK-11027,SNCA,naked_mole_rat,Heterocephalus glaber,parkinsons,3,0.9325,0.4237,1,0.1858,0.7609,0.1596,0.2957,0.2833,0,0.78,0,0,Wnt signaling,1
GB-MUS-ZEB-3595,FKTN,zebrafish,Danio rerio,muscular_dystrophy,21,0.7759,0.2078,7,0.1265,0.5902,0.0671,0.247,0.1681,0,0.88,0,0,Calcium signaling,0
GB-DIA-TAR-18373,LEPR,tardigrade,Ramazzottius varieornatus,diabetes,14,0.4383,0.1697,6,0.1869,0.3829,0.3744,0.4592,0.3982,0,0.91,0,0,Calcium signaling,1
GB-DIA-MOU-16688,HNF1A,mouse,Mus musculus,diabetes,7,0.9732,0.2808,3,0.3407,0.7846,0.1979,0.2565,0.1833,1,0.85,0,0,MAPK signaling,0
GB-RET-SAL-6051,RPE65,salamander,Pleurodeles waltl,retinal_degeneration,16,0.7346,0.0949,2,0.2699,0.5576,0.1748,0.1238,0.2945,1,0.9,0,0,MAPK signaling,0
GB-SPI-OCT-2308,PTEN,octopus,Octopus vulgaris,spinal_cord_injury,10,0.4424,0.2331,2,0.1846,0.4027,0.2316,0.5969,0.3307,3,0.85,0,0,DNA repair,0
GB-MUS-PIG-2425,ANO5,pig,Sus scrofa,muscular_dystrophy,17,0.8093,0.2692,2,0.2428,0.6341,0.4325,0.0909,0.148,1,0.84,0,0,PI3K-Akt,0
GB-ALS-OCT-14037,VCP,octopus,Octopus vulgaris,als,15,0.4102,0.2987,5,0.3198,0.34,0.0606,0.1875,0.1441,3,0.85,0,0,PI3K-Akt,0
GB-RET-PIG-4848,CNGA3,pig,Sus scrofa,retinal_degeneration,4,0.9199,0.4554,2,0.5546,0.7283,0.114,0.2823,0.132,0,0.84,0,0,Oxidative phosphorylation,0
GB-DIA-SHE-16873,HNF1A,sheep,Ovis aries,diabetes,6,0.726,0.3618,6,0.4274,0.5607,0.356,0.0312,0.2394,3,0.82,0,0,TGF-beta,0
GB-RET-PLA-6647,RPGRIP1,planaria,Schmidtea mediterranea,retinal_degeneration,12,0.3849,0.1024,4,0.4596,0.3393,0.3005,0.2596,0.3594,3,0.99,0,0,DNA repair,0
GB-RET-TAR-6717,CNGA3,tardigrade,Ramazzottius varieornatus,retinal_degeneration,17,0.3568,0.4124,4,0.2966,0.2882,0.1112,0.6193,0.2851,1,0.91,0,0,Glycolysis,0
GB-DEA-GEC-15659,MYO7A,gecko,Gekko gecko,deafness,12,0.6179,0.1734,7,0.2255,0.4872,0.2365,0.2819,0.115,2,0.82,0,0,PI3K-Akt,0
GB-PAR-MOU-9668,ATP13A2,mouse,Mus musculus,parkinsons,6,0.9026,0.1287,3,0.2065,0.6961,0.0157,0.2306,0.1915,3,0.85,0,0,DNA repair,0
GB-DEA-NAK-15759,MYO15A,naked_mole_rat,Heterocephalus glaber,deafness,6,0.7292,0.294,4,0.2528,0.5821,0.1382,0.6241,0.5832,0,0.78,0,0,Apoptosis,0
GB-PAR-GEC-10804,HTRA2,gecko,Gekko gecko,parkinsons,7,0.6069,0.1964,5,0.147,0.51,0.3949,0.5308,0.2601,2,0.82,0,0,Calcium signaling,1
GB-RET-BAB-5248,RPGRIP1,baboon,Papio anubis,retinal_degeneration,11,0.9187,0.1468,3,0.4445,0.7654,0.1786,0.3829,0.0445,3,0.94,0,0,Oxidative phosphorylation,0
GB-DIA-HOR-17141,GCK,horse,Equus caballus,diabetes,19,0.9255,0.3804,5,0.2928,0.7123,0.3456,0.194,0.4378,3,0.8,0,0,mTOR,1
GB-HEA-BAB-7584,MYBPC3,baboon,Papio anubis,heart_disease,20,0.99,0.9895,20,0.7663,0.7976,0.8317,0.4813,0.6642,3,0.94,1,1,Hippo signaling,1
GB-HEA-AXO-8000,SCN5A,axolotl,Ambystoma mexicanum,heart_disease,4,0.7677,0.1467,4,0.4251,0.5668,0.5782,0.5234,0.3073,2,0.95,0,0,mTOR,1
GB-ALS-PIG-11747,MATR3,pig,Sus scrofa,als,5,0.8266,0.1799,4,0.2453,0.622,0.2197,0.7695,0.2332,1,0.84,0,0,MAPK signaling,0
GB-MUS-NAK-4028,TRIM32,naked_mole_rat,Heterocephalus glaber,muscular_dystrophy,4,0.75,0.3928,3,0.1818,0.5846,0.1794,0.1262,0.1212,3,0.78,0,0,Wnt signaling,0
GB-RET-OCT-6920,PRPH2,octopus,Octopus vulgaris,retinal_degeneration,3,0.4911,0.1021,4,0.4473,0.4449,0.6279,0.1126,0.2471,0,0.85,0,0,Glycolysis,0
GB-PAR-BAB-10008,EIF4G1,baboon,Papio anubis,parkinsons,21,0.99,0.3159,6,0.0286,0.7766,0.0906,0.273,0.1956,3,0.94,0,0,Hedgehog,0
GB-RET-OCT-6987,ROM1,octopus,Octopus vulgaris,retinal_degeneration,19,0.4567,0.3606,5,0.2891,0.3604,0.3297,0.5161,0.3596,3,0.85,0,0,JAK-STAT,0
GB-DEA-PIG-14155,MYO15A,pig,Sus scrofa,deafness,18,0.8352,0.2397,1,0.0038,0.6619,0.4609,0.2601,0.2808,0,0.84,0,0,Oxidative phosphorylation,1
GB-ALS-SHE-12092,OPTN,sheep,Ovis aries,als,22,0.7634,0.1006,4,0.5333,0.6307,0.1637,0.4184,0.0445,3,0.82,0,0,Apoptosis,0
GB-HEA-NAK-8766,KCNQ1,naked_mole_rat,Heterocephalus glaber,heart_disease,21,0.7751,0.234,4,0.5132,0.6053,0.4308,0.3075,0.1613,1,0.78,0,0,cAMP signaling,0
GB-MUS-MOU-2602,CAPN3,mouse,Mus musculus,muscular_dystrophy,2,0.99,0.1978,6,0.1526,0.7987,0.308,0.1775,0.1835,0,0.85,0,0,Hippo signaling,0
GB-HEA-PLA-8870,TNNT2,planaria,Schmidtea mediterranea,heart_disease,20,0.3404,0.281,5,0.5403,0.2927,0.1042,0.1814,0.336,3,0.99,0,0,mTOR,0
GB-RET-AXO-5654,RPGR,axolotl,Ambystoma mexicanum,retinal_degeneration,X,0.7698,0.3215,4,0.2903,0.5616,0.303,0.2599,0.0314,0,0.95,0,0,Wnt signaling,0
GB-MUS-PIG-2516,DOK7,pig,Sus scrofa,muscular_dystrophy,21,0.7561,0.3188,3,0.2859,0.6128,0.3026,0.6173,0.5006,0,0.84,0,0,Hedgehog,0
GB-RET-OCT-6969,LRAT,octopus,Octopus vulgaris,retinal_degeneration,15,0.4453,0.3504,4,0.1236,0.3254,0.4203,0.2067,0.5655,2,0.85,0,0,Calcium signaling,0
GB-DIA-HOR-17251,IRS1,horse,Equus caballus,diabetes,19,0.9667,0.465,9,0.5617,0.6994,0.3333,0.334,0.4124,2,0.8,0,0,Notch signaling,0
GB-DEA-SAL-15329,ESPN,salamander,Pleurodeles waltl,deafness,18,0.7466,0.1993,2,0.5459,0.6052,0.229,0.345,0.2647,2,0.9,0,0,NF-kB,0
GB-RET-OCT-7015,RPGR,octopus,Octopus vulgaris,retinal_degeneration,18,0.4436,0.3125,4,0.1839,0.3559,0.1882,0.2758,0.1898,2,0.85,0,0,Glycolysis,1
GB-ALS-AXO-12672,C9ORF72,axolotl,Ambystoma mexicanum,als,4,0.7137,0.3968,5,0.3616,0.5635,0.0951,0.938,0.1213,2,0.95,0,0,mTOR,0
GB-PAR-NAK-11028,HTRA2,naked_mole_rat,Heterocephalus glaber,parkinsons,18,0.8931,0.2481,3,0.1442,0.7565,0.088,0.2429,0.159,0,0.78,0,0,MAPK signaling,1
GB-ALS-SHE-12215,TARDBP,sheep,Ovis aries,als,Y,0.7952,0.3734,5,0.4693,0.6606,0.3348,0.1295,0.2793,2,0.82,0,0,Hippo signaling,0
GB-DEA-NAK-15785,TRIOBP,naked_mole_rat,Heterocephalus glaber,deafness,1,0.8319,0.2766,4,0.1097,0.6423,0.2127,0.2453,0.1936,2,0.78,0,0,Wnt signaling,0
GB-ALS-PLA-13646,OPTN,planaria,Schmidtea mediterranea,als,13,0.5363,0.1851,1,0.2218,0.4441,0.1703,0.4299,0.7987,3,0.99,0,0,MAPK signaling,0
GB-PAR-PIG-9534,CHCHD2,pig,Sus scrofa,parkinsons,Y,0.811,0.4166,2,0.0204,0.6494,0.4749,0.0603,0.7592,0,0.84,0,0,Autophagy,0
GB-HEA-SHE-7471,TNNT2,sheep,Ovis aries,heart_disease,1,0.9628,0.2953,6,0.1884,0.808,0.2039,0.1881,0.202,1,0.82,0,0,PI3K-Akt,0
GB-SPI-SAL-1397,BDNF,salamander,Pleurodeles waltl,spinal_cord_injury,14,0.7887,0.3312,2,0.5535,0.5994,0.1696,0.072,0.3507,0,0.9,0,0,Hippo signaling,0
GB-HEA-SAL-8421,PLN,salamander,Pleurodeles waltl,heart_disease,1,0.6715,0.3418,4,0.1732,0.5021,0.2102,0.3795,0.3006,2,0.9,0,0,Glycolysis,0
GB-ALS-NAK-13352,SQSTM1,naked_mole_rat,Heterocephalus glaber,als,4,0.8493,0.241,6,0.5395,0.6749,0.1296,0.2659,0.3074,1,0.78,0,0,MAPK signaling,0
GB-ALS-HOR-12491,VCP,horse,Equus caballus,als,8,0.8533,0.3193,5,0.5428,0.6731,0.3032,0.3411,0.347,3,0.8,0,0,FoxO signaling,0
GB-SPI-OCT-2232,GAP43,octopus,Octopus vulgaris,spinal_cord_injury,16,0.4675,0.1814,7,0.2777,0.3493,0.287,0.5268,0.5249,0,0.85,0,0,JAK-STAT,0
GB-SPI-MOU-0290,GAP43,mouse,Mus musculus,spinal_cord_injury,9,0.8216,0.3918,3,0.2473,0.6379,0.1663,0.3811,0.2655,3,0.85,0,0,TGF-beta,0
GB-RET-ZEB-5894,AIPL1,zebrafish,Danio rerio,retinal_degeneration,1,0.751,0.1819,3,0.2111,0.5885,0.0438,0.5136,0.2172,0,0.88,0,0,MAPK signaling,0
GB-DIA-ZEB-17591,NEUROD1,zebrafish,Danio rerio,diabetes,6,0.7373,0.2317,3,0.1708,0.6573,0.239,0.3319,0.1986,0,0.88,0,0,TGF-beta,0
GB-HEA-SHE-7449,KCNQ1,sheep,Ovis aries,heart_disease,9,0.9146,0.4159,2,0.2275,0.7695,0.299,0.5968,0.1196,3,0.82,0,0,mTOR,0
GB-HEA-OCT-9352,PLN,octopus,Octopus vulgaris,heart_disease,10,0.413,0.4135,4,0.0796,0.3449,0.1475,0.252,0.1291,2,0.85,0,0,Oxidative phosphorylation,0
GB-DIA-OCT-18591,GCK,octopus,Octopus vulgaris,diabetes,X,0.4473,0.2392,4,0.4068,0.4211,0.3037,0.4166,0.1579,3,0.85,0,0,cAMP signaling,0
GB-MUS-AXO-3263,SGCD,axolotl,Ambystoma mexicanum,muscular_dystrophy,18,0.6619,0.2641,1,0.3212,0.5138,0.1641,0.3838,0.365,3,0.95,0,0,NF-kB,1
GB-DIA-OCT-18611,LEP,octopus,Octopus vulgaris,diabetes,X,0.4939,0.1427,2,0.1306,0.3853,0.2273,0.3168,0.2,2,0.85,0,0,Apoptosis,0
GB-ALS-ZEB-12791,SQSTM1,zebrafish,Danio rerio,als,1,0.793,0.7738,23,0.7206,0.5887,0.9403,0.7042,0.2956,3,0.88,0,0,cAMP signaling,1
GB-DIA-AXO-17402,NEUROD1,axolotl,Ambystoma mexicanum,diabetes,4,0.7319,0.2604,1,0.0897,0.5802,0.1263,0.2171,0.4478,2,0.95,0,0,Hedgehog,0
GB-MUS-NAK-3971,SGCG,naked_mole_rat,Heterocephalus glaber,muscular_dystrophy,6,0.8826,0.3389,2,0.2313,0.7267,0.1469,0.2765,0.351,3,0.78,0,0,Oxidative phosphorylation,0
GB-DEA-MOU-14391,ACTG1,mouse,Mus musculus,deafness,17,0.99,0.3895,1,0.1462,0.7752,0.12,0.2249,0.0686,0,0.85,0,0,DNA repair,0
GB-ALS-ZEB-12799,SOD1,zebrafish,Danio rerio,als,18,0.7438,0.8799,22,0.5805,0.5598,0.8997,0.5809,0.5906,3,0.88,0,0,FoxO signaling,1
GB-PAR-ZEB-10604,PARK7,zebrafish,Danio rerio,parkinsons,1,0.728,0.29,1,0.0554,0.6033,0.3774,0.5431,0.1606,2,0.88,0,0,mTOR,0
GB-DEA-SHE-14483,WHRN,sheep,Ovis aries,deafness,2,0.882,0.1411,3,0.3714,0.7,0.1835,0.1582,0.594,1,0.82,0,0,Oxidative phosphorylation,0
GB-RET-TAR-6714,CNGA3,tardigrade,Ramazzottius varieornatus,retinal_degeneration,17,0.3542,0.2435,3,0.1835,0.2457,0.1309,0.1316,0.159,0,0.91,0,0,cAMP signaling,0
GB-DEA-GEC-15532,TRIOBP,gecko,Gekko gecko,deafness,16,0.7027,0.1174,6,0.1815,0.5891,0.1832,0.358,0.1969,0,0.82,0,0,Wnt signaling,1
GB-PAR-PIG-9532,VPS35,pig,Sus scrofa,parkinsons,16,0.8184,0.2698,3,0.4333,0.6539,0.6144,0.2948,0.2229,1,0.84,0,0,mTOR,0
GB-SPI-TAR-2141,OMG,tardigrade,Ramazzottius varieornatus,spinal_cord_injury,Y,0.3815,0.2925,3,0.5004,0.2984,0.2093,0.2459,0.1841,1,0.91,0,0,Wnt signaling,0
GB-ALS-HOR-12447,SETX,horse,Equus caballus,als,13,0.7673,0.2228,1,0.3019,0.5446,0.275,0.625,0.7772,3,0.8,0,0,DNA repair,0
GB-MUS-PLA-4219,SGCG,planaria,Schmidtea mediterranea,muscular_dystrophy,2,0.4497,0.2021,3,0.2082,0.3567,0.6116,0.4412,0.3575,3,0.99,0,0,NF-kB,0
GB-MUS-HOR-3204,TRIM32,horse,Equus caballus,muscular_dystrophy,19,0.9379,0.2235,7,0.1406,0.6879,0.2718,0.6581,0.2514,3,0.8,0,0,Glycolysis,0
GB-DEA-PLA-15978,MYO15A,planaria,Schmidtea mediterranea,deafness,2,0.3504,0.3071,2,0.2369,0.2649,0.3043,0.1091,0.1845,2,0.99,0,0,FoxO signaling,0
GB-MUS-SHE-2796,SGCG,sheep,Ovis aries,muscular_dystrophy,20,0.9573,0.1504,3,0.6186,0.7507,0.3038,0.1667,0.1418,0,0.82,0,0,NF-kB,0
GB-SPI-SAL-1328,NOGO,salamander,Pleurodeles waltl,spinal_cord_injury,8,0.7888,0.3494,6,0.0949,0.7057,0.2284,0.3625,0.2305,1,0.9,0,0,MAPK signaling,0
GB-HEA-GEC-8606,SCN5A,gecko,Gekko gecko,heart_disease,3,0.6731,0.2254,4,0.1051,0.5406,0.4968,0.0999,0.2778,0,0.82,0,0,Autophagy,0
GB-DEA-NAK-15835,OTOF,naked_mole_rat,Heterocephalus glaber,deafness,16,0.7422,0.172,7,0.5105,0.579,0.6018,0.5639,0.2387,0,0.78,0,0,Hedgehog,0
GB-DIA-OCT-18652,KLF11,octopus,Octopus vulgaris,diabetes,12,0.5378,0.118,1,0.163,0.3921,0.2911,0.3465,0.277,2,0.85,0,0,Hippo signaling,0
GB-DIA-OCT-18621,ADIPOQ,octopus,Octopus vulgaris,diabetes,12,0.4723,0.414,8,0.2241,0.386,0.4222,0.4807,0.6328,0,0.85,0,0,PI3K-Akt,0
GB-DIA-PIG-16558,PAX4,pig,Sus scrofa,diabetes,X,0.9884,0.1574,13,0.3178,0.7621,0.0647,0.3102,0.1212,2,0.84,0,0,Hippo signaling,0
GB-MUS-ZEB-3532,DYSF,zebrafish,Danio rerio,muscular_dystrophy,12,0.736,0.2116,4,0.0765,0.6116,0.1893,0.2248,0.3636,1,0.88,0,0,Autophagy,0
GB-HEA-AXO-8099,PLN,axolotl,Ambystoma mexicanum,heart_disease,22,0.7975,0.4301,1,0.3599,0.6306,0.2425,0.4272,0.2201,2,0.95,0,0,JAK-STAT,0
GB-DEA-NAK-15717,ESPN,naked_mole_rat,Heterocephalus glaber,deafness,4,0.8257,0.0868,5,0.2727,0.5924,0.1769,0.373,0.0912,0,0.78,0,0,Notch signaling,0
